Text,Category
Ninakushauri utafute,pos
Hautajuta!,pos
Uhamisho ni mzuri sana,pos
Seti ya kuvutia inayotumiwa katika filamu nyingi ni vito vya kupendeza macho.,pos
"Sinema imejaa densi ya ajabu muziki fulani mzuri, na mazingira mazuri ajabu",pos
Mzuri sana,pos
"inashughulikia maswala magumu kwa hadhi na neema, na, kwa kweli, ina furaha, ajabu, kuhisi kuishia vizuri",pos
Ni moja wapo ya sinema lazima nitizame kila inapotokea kwenye TV ... usijali ukweli kwamba tayari nimeikariri,pos
Niliona filamu hii na ninaipendekeza,pos
"Ina njama nzuri sana, inashikilia umakini wako kamili, kaimu ni bora, Tom Wilkinson alikuwa mzuri na Emily Watson pia alikuwa mzuri sana.",pos
"Filamu nzuri sana kweli, juu ya upendo mkubwa na usio na masharti",pos
"mhusika wa  Emily Watson ana nguvu sana, na anapaswa kutoa mtazamo wa haraka tu na unaelewa kila kitu.",pos
"Kwa kweli, niliipenda zaidi kuliko Mahojiano na Vampire na nilipenda hii Lestat (Stuart Townsend) bora kuliko jaribio la Cruise.",pos
"Licha ya mikusanyiko ya wahakiki, nilipenda filamu hii",pos
"Aailiyah alikuwa mzuri kama Akasha, katika sehemu za kulazimisha",pos
"Mimi ni shabiki mkubwa wa safu hii zaidi kwa sababu ya mtindo wa Anne Rice, unyeti na matibabu",pos
Nadhani nilipenda maelezo ya dysfunction yake - alikuwa wa kuaminika,pos
Vipindi vya mpira wa miguu mwishoni vilikuwa vinashangaza,pos
Lakini nilifikiria uigizaji wake ulikuwa na ustadi,pos
Filamu nzuri sana yenye hisia nzuri na moyo.,pos
Filamu hii ya mapema kutoka kwa mjumuia wa baadaye Lucio Fulci ni nyongeza nzuri kwa aina ndogo ya giallo,pos
Tisa kati ya kumi kwa filamu ya kupendeza,pos
Meredith M alikuwa bora kuliko sawa,pos
Hii ni moja ya washambuliaji bora wa Italia wa miaka ya mapema ya 70.,pos
"Kitaalam, filamu hiyo imetengenezwa vizuri na kazi ya kuvutia ya kamera, kazi ya uigizo na muziki mzuri kutoka kwa Riz Ortolani - haswa nzuri ni sauti ya mara kwa mara isiyoambatana ya kike ambayo inaonekana kama inatoka kwenye kilima cha mbali.",pos
Bado ni vitu vya mwitu ingawa na inashauriwa sana kwa mashabiki wa sinema ya giallo.,pos
Sinema hiyo ilikuwa ya kupendeza sana tangu mwanzo hadi mwisho.,pos
Nilipenda jinsi mhusika wa Dustin Hoffman ilikuwa tayari kufanya karibu kila kitu ili kukaa na mtoto wake.,pos
Sinema hii pia inafafanua.,pos
ilifafanuliwa vyema,pos
ilifafanuliwa vizuri,pos
"Ni athari mpya, hila, na bora.",pos
"Mhakiki wa Italia aliiita hii ""filamu ndogo, kubwa,"" na hiyo ni kweli.",pos
"Waigizaji wote hutoa utendaji mzuri sana, haswa Jennifer Rubin kama Jamie Harris, ambaye hubadilika kutoka gombo la habari mwanzoni kupitia matukio ya kushangaza ambayo yeye ni sehemu ya nyota nzuri",pos
"Mwanamuziki, mwigizaji na mpishi hodari",pos
"Unajifunza mengi juu ya hisia za ndani za watu kwenye sinema hii, na mengi juu ya biashara ya sinema yenyewe",pos
huwezi sahau filamu hii,pos
Hautasahau sinema hii!,pos
Pia muziki na Mark Snow ndio alama bora kabisa ambayo nimewahi kusikia,pos
"Niliona nikiwa mtoto kwenye TV mnamo 1973, wakati ilikuwa ""Mgeni"" na niliipenda.",pos
Ninapenda sinema za Scream na sinema zote za kutisha na hii inaongoza huko,pos
"Nilipenda, ilikuwa ya kutisha sana",pos
Sinema hii ni ya kushangaza sana!,pos
Hii ni filamu ya ajabu,pos
"Filamu hii inadhihirisha dosari za msingi za mchakato wa kisheria, kwamba sio juu ya kugundua hatia au hatia, lakini, ni juu ya nani anayewasilisha bora mahakamani.",pos
"Filamu hiyo imeandaliwa vizuri, imepigwa chini na ni moja ya kumbukumbu bora ya mahakama",pos
Hii sinema ya Runinga inayozingatia ukweli hupata kuongezeka kutoka kwa utendaji mzuri wa Cole,pos
Yeye hubeba sinema vizuri,pos
Constantine anapea kila kitu nguvu inayofaa na anaonekana kuwa na uelewa mzuri wa misukumo ya kisaikolojia,pos
"Ni nzuri na ya kusisimua kutazama, na ninatumahi kuwa itatolewa tena kwa video au DVD",pos
Kuhariri: Uhariri wa filamu hii ulikuwa wa kushangaza kwa maoni yangu,pos
Sinema: Filamu ilipigwa kwa njia ya kupendeza.,pos
Filamu hii hutoa furaha nyingi na mshangao.,pos
"Wakati Achille na Philippa wakiimba vizuri densi kutoka kwa ""Don Giovanni"" ambayo inaelezea hali yao kikamilifu katika sinema, unathamini tabaka ndogo za filamu hii bora.",pos
Hadithi hiyo inajitokeza katika karne ya 18 Jutland na utumiaji wa muziki wa kipindi uliochezwa kwenye vyombo vya kipindi ni mguso mmoja tu mzuri,pos
Unashiriki furaha kubwa ya General Loewenhielm katika kushiriki kwake kwa Cailles en Sarcophage hata ikiwa unatazama sinema tu - lakini unatamani sampuli ndogo tu ya kunukia.,pos
Lakini filamu hii inaacha maoni ya kudumu,pos
Hitimisho - Nilipenda,pos
Ni muda mrefu tangu niliburudishwa na sinema,pos
"Angalia maneno yangu, hii ni moja ya sinema hizo za ibada kama Evil Dead 2 au Phantasm ambayo watu watakuwa wakigundua na kuipendana miaka 20, 30, 40 inayokuja",pos
"Inashangaza kwamba filamu hii nzuri ilitengenezwa mnamo 1949,",pos
"Filamu inastahili kudos kali kwa kuchukua msimamo huu, kwa kuwa na uigizaji wa kipekee kutoka kwa wahusika wasiojulikana zaidi na maandishi yenye busara ambayo hayatusi watazamaji au kuchukua njia rahisi ya nje inapofikia ubaguzi wa rangi nyeupe. ",pos
inafanya kazi ya kushangaza!,pos
Juano Hernandez (muigizaji wa kipekee aliyecheza majukumu ya kuunga mkono katika filamu nyingi za enzi hizo) ni mtu mweusi mwenye kiburi ambaye anatuhumiwa kumuua mzungu huko Kusini.,pos
NAPENDA LUCY,pos
ione pamoja na watoto wako ikiwa una nafasi - itafungua mazungumzo ya kushangaza kuhusu jinsi uhusiano wa rangi umekuja katika miaka 50 iliyopita,pos
Tazama filamu zote mbili ikiwa unaweza,pos
"Ilikuwa mwaka huo, hata hivyo, ambayo ilitukumbusha kwamba Huston alikuwa bado juu ya mchezo wake kama ilivyothibitishwa na uvumbuzi wa riwaya ya James Joyce",pos
Sinema hii labda ni moja ya kazi ya ubunifu wa kutisha milele,pos
"athari maalum za kuvutia, siwezi kupendekeza sinema hii ya kutosha",pos
mwisho wake ni wa kushangaza sana.,pos
"Sehemu bora kwenye sinema iko mwisho,",pos
Filamu isiyosahaulika kwa urahisi.,pos
"Lakini, Kevin Spacey ni tsunami bora, ya maneno kama Buddy Ackerman - na anaaminika kabisa kwa sababu yeye ni muigizaji mzuri",pos
Maandishi ya ucheshi wa hila hayawezi kulinganishwa na sinema yoyote katika miaka ya hivi karibuni.,pos
Wahusika wanavutia,pos
Sinema nzuri!,pos
Linda Cardellini ndiye kitu kizuri katika filamu hii.,pos
yeye ni wa kushangaza,pos
"Ukweli ni kwamba filamu hii ni hadithi ya ajabu, yenye kufurahisha juu ya watu wawili ",pos
"Kuna, hata hivyo, kaimu mzuri kabisa (angalau, kwa aina hii ya filamu)",pos
Niliona filamu fupi hii kwenye HBO siku nyingine na niliipenda kabisa.,pos
Sikugundua jinsi ya kifupi ni nzuri sana hadi sura mbili za mwisho,pos
Filamu fupi bora,pos
"Nakubaliana na Jessica, sinema hii ni nzuri sana",pos
"Natumai, mkurugenzi James Cox anaweza kugeuza fupi kuwa filamu ya urefu wa filamu na filamu moja, au kutushinda na filamu mpya.",pos
Paolo Sorrentino ameandika hadithi nzuri juu ya upweke na Tony ameunda mhusika asiyeweza kusahaulika zaidi kwenye sinema katika miaka ya hivi karibun,pos
Ninapenda sinema hii ,pos
Ana moyo mkujufu,pos
Wahusika wakuu wawili wanaweza kuwa watoto wawili wanaoaminika sana ambao nimewahi kuona wakiwekwa kwenye skrini,pos
"Haipuuzi kamwe, wahusika wote wana mioyo nzuri ya kweli na shida za kuaminika.",pos
"wao ni rahisi kupenda, lakini pia ni rahisi kujitabulisha nao",pos
Sinema hii ni nzuri - haswa ikiwa unafurahiya sanaa ya kuona,pos
Hadithi hiyo pia ni ya kuchekesha na yenye hisia wakati mwingine.,pos
"Watu ambao wanapenda filamu za Ulaya na ""sinema za sanaa"" watapenda sinema hii",pos
"Ni sinema moja ambayo huwa haikosi kunipendeza, kwa sababu inanifanya niwe macho, ninapojaribu kujaribu kungamua maana yake.",pos
"Lakini ikiwa ulipenda sinema kama The Matrix (na bora zaidi, safu zao) nadhani utathamini uzoefu unaofurahisha, mzuri wa mawazo wa filamu hii utakupa",pos
ni nzuri tu,pos
inapendeza kweli,pos
filamu hiyo ni ya kupendeza,pos
Mzuri tu,pos
Lakini ilichukua kasi na ikafika sawa,pos
ilinifurahisha sana,pos
Nilifurahia,pos
Nimeipendekeza kwa marafiki,pos
Nilifurahishwa sana na uwezo wa kaimu wa Dwight Schultz,pos
"Mazungumzo ya filamu ni ya asili, halisi kwa maisha.",pos
Mashabiki wa aina hiyo watakuwa mbinguni.,pos
Lange alikuwa mwigizaji mzuri.,pos
Ilionekana kama hadithi ya ajabu,pos
"Mlolongo wa ufunguzi wa gem hii ni ya asili, na michezo ya paka na panya inayofuata ni ya kufurahisha kutazama",pos
imependekezwa kwa ujasiri,pos
Sinema hii inasawazishwa vizuri na vichekesho na mchezo wa kuigiza na nilijifurahisha sana.,pos
Bado ni ya kuvutia sana na ya burudani kufuatilia,pos
Yeye ni mzuri kama kawaida,pos
"Ikiwa haujaona sinema hii, ninapendekeza!",pos
Ninaendelea kuitazama mara kwa mara,pos
"Ni sinema ya kusikitisha, lakini nzuri sana.",pos
Judith Light ni mmoja wapo wa waigizaji niwapendao na nadhani anafanya kazi nzuri sana kwenye filamu hii!,pos
Ni Sinema ya Televisheni iliyofanywa vizuri sana,pos
"Halafu niliitazama tena Jumapili mbili zilizopita (Machi 20, 2005) na nilianza kuifurahia sana na wakati huu niliiga kitu nzima",pos
"Fikiria hadithi bora tu, kaimu thabiti na mwonekano wa filamu kama mafao yaliyoongezwa.",pos
"Bado, hufanya kwa haya yote na mwisho mzuri ambao unaonyesha chombo kikubwa cha baharini kinachukuliwa na baridi kali",pos
Nilinunua hii kutumia na Kidle Fire yangu na niliipenda kabisa!,pos
Inafanya kazi nzuri!,pos
Ubora mzuri sana ingawa,pos
Na ubora wa sauti ni nzuri.,pos
Mic ni nzuri,pos
Nimemiliki simu hii kwa miezi 7 sasa na naweza kusema kuwa ndio simu ya rununu bora kabisa ambayo nimekuwa nayo,pos
Bidhaa hii ni bora kwa watu kama mimi ambao masikio ni nyeti sana,pos
The case is great and works fine with the 680,pos
Imeendelea vizuri sana,pos
"Inayo kamera nzuri sana ambayo ni 2MP, na picha zake ni nzuri na wazi na ubora wa picha.",pos
kichwa cha bei nzuri,pos
Inayo vipengee vyote ninavyotaka,pos
Kesi hii inaonekana imeundwa vizuri,pos
Simu hii ni nzuri na sijawahi kupata shida yoyote nayo.,pos
Napenda kifaa hiki,pos
Ninapenda jambo hili,pos
Kila kitu juu yake ni sawa na nzuri kwa bei,pos
Mimi hata niliitupa simu hii kwenye mkondo na ilikuwa imeingia kwa sekunde 15 na bado inafanya kazi nzuri!,pos
Nimefurahi sana na 510 na sijakuwa na malalamiko yoyote kutoka kwa mtu yeyote kuhusu ubora wa sauti,pos
"ninapendekeza hizi kwa kuwa zinaonekana nzuri sana, kifahari na nzuri",pos
Sauti hizi za rununu zilikuwa nzuri - na nadhani labda ni ununuzi bora kabisa ambao nimefanya katika miaka kadhaa iliyopita - kwa umakini,pos
Nzuri kwa iPOD pia,pos
Hii ni simu nzuri.,pos
Kituo kizuri cha kubeba nyumba au kazi.,pos
Chaguo nzuri!,pos
Kifaa hiki ni nzuri katika hali kadhaa: 1.),pos
napenda bidhaa hii.,pos
"Ninapenda simu hii, Ni nzuri sana na ina sifa nyingi.",pos
Ninavaa kila siku na inashikilia vizuri sana.,pos
"Iliyowekwa vizuri, ikafika kwa wakati, na inafanya kazi kama ilivyokusudiwa.",pos
ni rahisi kutumia na kila mtu anaipenda,pos
ni rahisi kutumia na kila mtu anazipenda,pos
Simu hii inafanya kazi vizuri,pos
Bidhaa ilikuwa bora na inafanya kazi vizuri kuliko ya verizon na bei ilikuwa rahisi,pos
Imetengenezwa kwa nguvu sana,pos
ilifanya vyema,pos
Imefanya kazi nzuri!,pos
Bora nimepata hivi sasa .... Nimejaribu Bluu zingine 2 na hii ina ubora bora (kwangu na msikilizaji) na urahisi wa kutumia.,pos
Bei ilikuwa nzuri sana na kwa usafirishaji wa bure na yote yalikuwa ununuzi mzuri,pos
"Faida: - Kamera nzuri - picha nzuri sana, pia ina mitindo mizuri kama nyeusi na nyeupe, na zaidi",pos
Ubora wa sauti kwenye mwisho wote ni bora,pos
Ni vizuri sana kwenye sikio,pos
Simu hii ni ndogo na nyepesi na onyesho ni nzuri,pos
Nimefurahiya sana ununuzi wangu,pos
Imekuwa mshindi kwetu,pos
Sauti nzuri!,pos
"Nimekuwa na Bluu yangu kwa wiki chache, lakini ninaipenda sana",pos
Ni ndogo sana na haujui hata kuwa iko baada ya muda wa kuizoea.,pos
kiliwekwa vizuri ili kuepusha uharibifu wowote,pos
! Ninapendekeza kabisa !!,pos
Vitu vizuri sana kwa bei poa,pos
sikuwa na shida kuunganisha,pos
Simu hii ni haraka sana na kutuma aina yoyote ya ujumbe na kuvinjari kwa wavuti ni haraka sana kuliko simu za zamani ambazo nimetumia.,pos
Bidhaa hii ni ya kupendeza na inafanya kazi kikamilifu,pos
Na napenda rangi tu,pos
Duka bora mkondoni,pos
Mashaallah mtoto mzuri huyu,pos
matukio yalitufurahisha sisi,pos
tulifurahia matukio hao,pos
tulikuwa na furaha japo marehemu alikuwa rafiki yetu,pos
furaha ilitanda,pos
walifurahi walipoambiwa habari njema,pos
hio ni habari njema,pos
watoto wetu walifanya vyema ,pos
wanafaa kutuzwa kutokana na juhudi zao za kupigania haki za kina mama,pos
rais alifurahi kuona timu ya nchi yake ikituzwa zawadi kemkem,pos
walifurahi tulipowaambia habari zenu,pos
nilifurahi waliponiambia twende nyumbani kwa baba,pos
babu anawapenda wajukuu wakee,pos
mawaidha yake yalitufaa sisi,pos
tulipita mtihani,pos
atafurahi kusikia mkee wake ni mjaa mzito,pos
"dawa hiyo ime nifaa sana, nimepata nafuu",pos
wachezaji wanapenda kufunga mabao,pos
alimpenda msichana yule wa kike sana,pos
kuna vitabu vingi vizuri huku maktabani,pos
kitabu hiki ni kizuri sana.,pos
viazi vile vinaonekana,pos
kiazi kile kinaonekana,pos
tulipenda walivyo kuwa wakiimba,pos
huyo mtu ana nguvu nyingi sana,pos
Mswada wapendekeza halmashauri mpya kusimamia sekta ya majani chai,pos
Bado nawapenda wote,pos
BILA shaka ni miongoni mwa wasanii wanaoibukia wanaoendelea kuvumisha jukwaa la muziki wa kumtukuza Mungu kwa mitindo ya kizazi kipya inayoendelea kuchangamsha wengi,pos
Kadhalika anajivunia kutunukiwa kipaji cha uigizaji,pos
Ninaamini nina uwezo tosha kufanya vizuri katika muziki na kufikia upeo wa juu kama ilivyo kwa wanamuziki wengine wanaotunga nyimbo za kumtukuza Mungu,pos
anahisi nyimbo hiyo itafanya vizuri kuliko zingine alizowahi tunga.,pos
msanii bora wa kiume,pos
ya kuvutia,pos
inavutia sana,pos
lakini sio saa mbaya.,pos
Kibeng' itabaki kuwa kileleni bila kelele hata wakifunga kibao,pos
upande wa uchukuzi wa mizigo uliimarika,pos
hiyo ni kazi nzuri,pos
Swadakta kabisa kwa kazi nzuri,pos
shwari kabisa,pos
asante kwa kuepuka kifo na kuwaelimisha vijana wengine,pos
hongera,pos
"Ningependa kuipongeza serikali yetu ya kitaifa, hasa wanajeshi wetu kwa juhudi zao katika kuleta amani eneo hili…",pos
Lamu ni shwari na salama kwa uwekezaji ,pos
Lamu ni pahala patulivu na lazima kila mmoja ajivunie kuwa hapa,pos
C Naishi ng’ambo ya ethiopia na ninapendezwa na ngoma za platnumz,pos
"Hiyo ni kweli lakini ukiugeuza umaarufu huo wa Wema na kuupeleka katika muktadha wa biashara na jinsi anavyokubalika, hakuna anayemfikia Wema.",pos
Wema ni brand inayouzika kirahisi.,pos
"Kuandikwa mara kwa mara kwenye magazeti ya udaku ambapo mara nyingi si kwa kupenda yeye, kumemfanya Wema awe dhahabu inayotamaniwa kushikwa na kila mtu. ",pos
Habari za Wema hapa Bongo5 zimekuwa zikipata hits (kusomwa zaidi) kuliko habari yoyote ya staa yoyote yule unayemjua hapa Tanzania,pos
Story za Wema husomwa zaidi na kupata comments nyingi kuliko za wengine wote.,pos
"Kama leo hii Wema akisema aanzishe bidhaa yoyote inayowalenga vijana, haitachukua muda kushika na kutafutwa kama njugu",pos
Wema Sepetu ni mwanamke mwenye ushawishi mkubwa,pos
"Wema ni show stopper! Kama akiingia ukumbini kwenye shughuli, shughuli hiyo husimama kwa muda kutokana na watu kugeuka kutaka kumwangalia kwa uzuri zaidi wakati akielekea sehemu ya kukaa. ",pos
"Sauti yake yenye mamlaka na ubunifu hewani, ulikifanya kipindi hicho kuwa maarufu kuliko vingine vya burudani katika radio hiyo inayomilikiwa na kampuni ya IPP",pos
Si maarufu tu redioni bali pia ndiye mtangazaji wa Tanzania mwenye mashabiki wengi zaidi kwenye mitandao ya kijamii.,pos
"Nancy Sumari ni msichana mrembo, mpole na mcheshi. ",pos
"AY ni msanii smart, mbunifu, risk taker na anayeijua biashara ya muziki.",pos
"Fareed Kubanda si rapper anayeheshimika tu kama mwandishi mkali wa mashairi, bali pia anatambulika kwa kujihusisha kwake na shughuli za kijamii.",pos
Ndiye msanii wa kike Tanzania anayeheshimika na mwenye mafanikio zaidi.,pos
Ni muigizaji wa kiume anayependwa zaidi kwa sasa na filamu zake zimekuwa kivutio kwa watu wengi wa kila rika,pos
Ngoma hiyo ilipokelewa vizuri na mashabiki wa muziki na miongoni mwa nyimbo zilizopata downloads nyingi zaidi mtandaoni.,pos
"Ni mcheshi, mrembo na ambaye siku zote hupenda kuwapa moyo hata wale ambao uwezo wao ni mdogo.",pos
"Ni msichana mrembo, anayejiamini na machachari hewani huku akiwa na fanbase ya nguvu",pos
King Majuto ni mchekeshaji bora zaidi nchini kuliko wachekeshaji wote,pos
Tulifurahia matokeo,pos
nilifurahia,pos
walifurahia ,pos
furahia,pos
matokeo yalikua mazuri,pos
vizuri sana,pos
yeye ni mwerevu,pos
tunampenda,pos
